,Entity,Label,Abstracts,ClCy-Trips-Raw,ClCy
80,http://yago-knowledge.org/resource/Global_warming,Global warming,,[],[]
81,http://yago-knowledge.org/resource/Golf,Golf,"Golf is a club-and-ball sport in which players use various clubs to hit balls into a series of holes on a course in as few strokes as possible. Golf, unlike most ball games, cannot and does not use a standardized playing area, and coping with the varied terrains encountered on different courses is a key part of the game. Courses typically have either 18 or 9 holes, regions of terrain that each contain a cup, the hole that receives the ball. Each hole on a course contains a teeing ground to start from, and a putting green containing the cup. There are several standard forms of terrain between the tee and the green, such as the fairway, rough (tall grass), and various hazards such as water, rocks, or sand-filled bunkers. Each hole on a course is unique in its specific layout. Golf is played for the lowest number of strokes by an individual, known as stroke play, or the lowest score on the most individual holes in a complete round by an individual or team, known as match play. Stroke play is the most commonly seen format at all levels, especially at the elite level. The modern game of golf originated in 15th century Scotland. The 18-hole round was created at the Old Course at St Andrews in 1764. Golf's first major, and the world's oldest tournament in existence, is The Open Championship, also known as the British Open, which was first played in 1860 at the Prestwick Golf Club in Ayrshire, Scotland. This is one of the four major championships in men's professional golf, the other three being played in the United States: The Masters, the U.S. Open, and the PGA Championship.","[[is, a club-and-ball sport], [can, unlike most ball games], [is played, for the lowest number of strokes by an individual, known as stroke play, or the lowest score on the most individual holes in a complete round by an individual or team, known as match play]]","[['type', 'club-and-ball_sport'], ['canUnlike', 'most_ball_games'], ['countsAs', 'lowest_number'], ['countsAs', 'strokes'], ['type', 'individual'], ['countsAs', 'stroke_play'], ['countsAs', 'lowest_score'], ['countsAs', 'most_individual_holes'], ['playedAs', 'complete_round'], ['playedAs', 'team'], ['countsAs', 'match_play']]"
82,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Comedy_Album,Grammy Award for Best Comedy Album,"The Grammy Award for Best Comedy Album is presented by the National Academy of Recording Arts and Sciences of the United States to ""honor artistic achievement in comedy."" The award was awarded yearly from 1959 to 1993 and then from 2004 to present day.","[[is presented, honor], [was awarded, from 1959], [was awarded, to 1993], [was awarded, yearly]]","[['isPresented', 'honor']]"
83,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Dance%2FElectronic_Album,Grammy Award for Best Dance%2FElectronic Album,,[],[]
84,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Female_Rock_Vocal_Performance,Grammy Award for Best Female Rock Vocal Performance,"The Grammy Award for Best Female Rock Vocal Performance was an award presented at the Grammy Awards, a ceremony that was established in 1958 and originally called the Gramophone Awards, to female recording artists for works (songs or albums) containing quality vocal performances in the rock music genre. Honors in several categories are presented at the ceremony annually by the National Academy of Recording Arts and Sciences of the United States to ""honor artistic achievement, technical proficiency and overall excellence in the recording industry, without regard to album sales or chart position"". Originally called the Grammy Award for Best Rock Vocal Performance, Female, the award was first presented to Donna Summer in 1980. Beginning with the 1995 ceremony, the name of the award was changed to Best Female Rock Vocal Performance. However, in 1988, 1992, 1994, and since 2005, this category was combined with the Grammy Award for Best Male Rock Vocal Performance and presented in a genderless category known as Best Rock Vocal Performance, Solo. The solo category was later renamed to Best Solo Rock Vocal Performance beginning in 2005. This fusion has been criticized, especially when female performers are not nominated under the solo category. The Academy has cited a lack of eligible recordings in the female rock category as the reason for the mergers. While the award has not been presented since the category merge in 2005, an official confirmation of its retirement has not been announced. Pat Benatar, Sheryl Crow, and Tina Turner hold the record for the most wins in this category, with four wins each. Melissa Etheridge and Alanis Morissette have been presented the award two times each. Crow's song ""There Goes the Neighborhood"" was nominated twice; one version from the album The Globe Sessions was nominated in 1999 (but lost to Morissette's song ""Uninvited""), and a live version from the album Sheryl Crow and Friends: Live from Central Park was nominated and won in 2001. Since its inception, American artists have been presented with the award more than any other nationality, though it has been presented to vocalists from Canada three times. Stevie Nicks holds the record for the most nominations without a win, with five.","[[was, an award], [called, the Grammy Award]]","[['type', 'award'], ['sometimesCalled', 'Grammy_Award']]"
85,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Instrumental_Soloist(s)_Performance_(with_orchestra),Grammy Award for Best Instrumental Soloist(s) Performance (with orchestra),"The Grammy Award for Best Instrumental Soloist(s) Performance (with orchestra) was awarded from 1959 to 2011. From 1967 to 1971, and in 1987, the award was combined with the award for Best Instrumental Soloist Performance (without orchestra) and awarded as the Grammy Award for Best Classical Performance – Instrumental Soloist or Soloists (with or without orchestra). The award has had several minor name changes: 
* In 1959 the award was known as Best Classical Performance – Instrumentalist (with concerto scale accompaniment) 
* In 1960 it was awarded as Best Classical Performance – Concerto or Instrumental Soloist (with full orchestral accompaniment) 
* In 1961 it was awarded as Best Classical Performance – Concerto or Instrumental Soloist 
* In 1962 it was awarded as Best Classical Performance – Instrumental Soloist (with orchestra) 
* From 1963 to 1964 it was awarded as Best Classical Performance – Instrumental Soloist or Soloists (with orchestra) 
* In 1965 it was awarded as Best Performance – Instrumental Soloist or Soloists (with orchestra) 
* From 1966 to 1991 and in 1994 it was awarded as Best Classical Performance – Instrumental Soloist or Soloists (with orchestra) (or a very similar equivalent) 
* In 1992 it was awarded as Best Instrumental Soloist With Orchestra 
* In 1993 it was awarded as Best Classical Performance – Instrumental Solo With Orchestra 
* From 1995 to 2011 it was awarded as Best Instrumental Soloist(s) Performance (with orchestra) In 2012, the award was discontinued in a major overhaul of Grammy categories. The category was merged with the Best Instrumental Soloist Performance (without orchestra) category to form the new Best Classical Instrumental Solo category, similar to the award from 1967 to 1971. Years reflect the year in which the Grammy Awards were presented, for works released in the previous year.","[[was awarded, to 2011], [was awarded, from 1959], [was combined, in 1987], [was combined, without orchestra)], [was combined, From 1967 to 1971, and], [was combined, with the award for Best Instrumental Soloist Performance (], [has had, several minor name changes], [was known, as Best Classical Performance – Instrumentalist (with concerto scale accompaniment) 
], [was known, In 1959], [was awarded, In 1960], [was awarded, with full orchestral accompaniment], [was awarded, as Best Classical Performance – Concerto or Instrumental Soloist], [was awarded, as Best Classical Performance – Concerto or Instrumental Soloist 
], [was awarded, In 1961], [was awarded, as Best Classical Performance – Instrumental Soloist or Soloists (with orchestra) 
], [was awarded, From 1963 to 1964], [was awarded, Soloists], [was awarded, Instrumental Soloist], [was awarded, in 1994], [was awarded, From 1966 to 1991 and], [was awarded, as Best Classical Performance – Instrumental Soloist or Soloists (with orchestra) (or a very similar equivalent) 
], [was awarded, In 1992], [was awarded, as Best Instrumental Soloist With Orchestra 
], [was awarded, In 1993], [was awarded, as Best Classical Performance], [was awarded, From 1995 to 2011], [was awarded, as Best Instrumental Soloist(s], [was discontinued, In 2012], [was discontinued, in a major overhaul of Grammy categories]]","[['without', 'orchestra'], ['for', 'award'], ['awardFor', 'Best_Instrumental_Soloist_Performance'], ['had', 'several_minor_name_changes'], ['sharedWith', 'Best_Classical_Performance'], ['with', 'Instrumentalist'], ['with', 'concerto_scale_accompaniment'], ['awardedWith', 'full_orchestral_accompaniment'], ['Concerto', 'Best_Classical_Performance'], ['mozartConcerto', 'Concerto'], ['Concerto', 'Instrumental_Soloist'], ['with', 'Best_Classical_Performance'], ['with', 'Instrumental_Soloist'], ['with', 'Soloists'], ['with', 'orchestra'], ['awarded', 'Soloists'], ['awarded', 'Instrumental_Soloist'], ['outstandingSoloist', 'Best_Classical_Performance'], ['instrumentalSoloist', 'Instrumental_Soloist'], ['instrumentalSoloist', 'Soloists'], ['instrumentalSoloist', 'orchestra'], ['orSoloist', 'very_similar_equivalent'], ['with', 'Best_Instrumental_Soloist'], ['with', 'Orchestra'], ['as', 'Best_Classical_Performance'], ['awardedAs', 'Best_Instrumental_Soloist(s'], ['winnerOf', 'major_overhaul'], ['listOf', 'Grammy_categories']]"
86,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Pop_Collaboration_with_Vocals,Grammy Award for Best Pop Collaboration with Vocals,"The Grammy Award for Best Pop Collaboration with Vocals was an honor presented at the Grammy Awards, a ceremony that was established in 1958 and originally called the Gramophone Awards, to recording artists for quality pop songs on which singers collaborate. Awards in several categories are distributed annually by the National Academy of Recording Arts and Sciences of the United States to ""honor artistic achievement, technical proficiency and overall excellence in the recording industry, without regard to album sales or chart position."" The award for Best Pop Collaboration with Vocals was first presented to Al Green and Lyle Lovett at the 37th Grammy Awards (1995) for the song ""Funny How Time Slips Away"". According to the category description guide for the 52nd Grammy Awards, the award was presented to artists that performed ""newly recorded collaborative pop performances"" that ""do not normally perform together."" In 1997, the father-daughter duo of Nat King Cole and Natalie Cole won the award for ""When I Fall in Love"", a ""virtual duet"" remake of one of his signature hits, using a recording of his vocals more than 30 years after his death in 1965. There have been five instances in which an artist was nominated for more than one song in the same year, with different collaborators. In 1998, Barbra Streisand received nominations for the songs ""I Finally Found Someone"" (with Bryan Adams) and ""Tell Him"" (with Celine Dion). Santana was nominated in 2000 for the songs ""Love of My Life"" (with Dave Matthews) and ""Smooth"" (with Rob Thomas). In 2002, Christina Aguilera was nominated for the songs ""Nobody Wants to Be Lonely"" (Ricky Martin) and ""Lady Marmalade"" (with Lil' Kim, Mýa and Pink). In 2005, Ray Charles earned nominations for the songs ""Sorry Seems to Be the Hardest Word"" (with Elton John) and ""Here We Go Again"" (with Norah Jones). In 2010, Colbie Caillat was nominated for the songs ""Breathe"" (with Taylor Swift) and ""Lucky"" (with Jason Mraz). Four of the five won the award with one of their two nominations (Santana's ""Smooth""; Aguilera's ""Lady Marmalade""; Charles's ""Here We Go Again""; and Caillat's ""Lucky""). Two-time award recipients include Van Morrison, Pink, Santana, Alison Krauss, and Robert Plant. Krauss and Plant are the only duo to win more than once, as well as the only consecutive winners. Christina Aguilera and Stevie Wonder share the record for the most nominations, with six each. The award was discontinued in 2012 in a major overhaul of Grammy categories. At that point, all duo or group performances in the pop category were shifted to the newly formed Best Pop Duo/Group Performance category. The 2011 award for a cover version of ""Imagine"" was the last one to be awarded in the Best Pop Collaboration with Vocals category.","[[was, an honor], [presented, at the 37th Grammy Awards (1995)], [presented, to Al Green and Lyle Lovett], [presented, first], [presented, for the song ""Funny], [was presented, According to the category description guide for the 52nd Grammy Awards], [was presented, to artists that performed ""newly recorded collaborative pop performances"" that ""do not normally perform together], [include, Van Morrison], [include, Santana], [include, Robert Plant], [include, Alison Krauss], [include, Pink], [was discontinued, in a major overhaul of Grammy categories], [was discontinued, in 2012], [was, the last one]]","[['type', 'honor'], ['presentedAt', '37th_Grammy_Awards'], ['alGreen', 'Al_Green'], ['alGreen', 'Lyle_Lovett'], ['theSong', 'song'], ['forSong', '""Funny'], ['accordingFor', 'category_description_guide'], ['adaptedFor', '52nd_Grammy_Awards'], ['byPerformed', 'artists'], ['thatPerformed', 'that'], ['thatPerformed', '""newly_recorded_collaborative_pop_performances'], ['include', 'Van_Morrison'], ['include', 'Santana'], ['include', 'Robert_Plant'], ['include', 'Alison_Krauss'], ['asOf', 'major_overhaul'], ['listOf', 'Grammy_categories'], ['with', 'last_one']]"
87,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Rock_Song,Grammy Award for Best Rock Song,"The Grammy Award for Best Rock Song is an honor presented at the Grammy Awards, a ceremony that was established in 1958 and originally called the Gramophone Awards, to recording artists for quality songs in the rock music genre. Honors in several categories are presented at the ceremony annually by the National Academy of Recording Arts and Sciences of the United States to ""honor artistic achievement, technical proficiency and overall excellence in the recording industry, without regard to album sales or chart position"". The award, reserved for songwriters, was first presented to English musician Sting in 1992. According to the category description guide for the 52nd Grammy Awards, the award honors new songs (containing both melody and lyrics) or songs ""first achieving prominence"" during the period of eligibility. Songs containing prominent samples or interpolations are not eligible. The award goes to the songwriter. If the song contains samples or interpolations of earlier songs, the publisher and the original songwriter(s) can apply for a Winners Certificate. Bruce Springsteen holds the records for the most wins and nominations, having won four awards from nine nominations. Other winners of multiple awards include Alanis Morissette and the bands Red Hot Chili Peppers and U2, each with two. Award-winning songs have been performed by American artists more than any other nationality, though they have also been performed by musicians or groups originating from Canada, Ireland, and the United Kingdom. There have been four instances in which one artist or group was nominated for two works in the same year: the group Aerosmith was nominated for both ""Cryin'"" and ""Livin' on the Edge"" in 1994, Melissa Etheridge received nominations for ""Come to My Window"" and ""I'm the Only One"" in 1995, Jakob Dylan of the Wallflowers won for ""One Headlight"" and was also nominated for ""The Difference"" in 1998, and U2 was nominated for the songs ""Elevation"" and ""Walk On"" in 2002. Coldplay holds the record for the most nominations without a win, with four.","[[is, an honor], [presented, to English musician Sting in 1992], [presented, first], [honors, new songs], [goes, to the songwriter], [contains, the original songwriter(s], [contains, interpolations], [contains, the publisher], [contains, samples]]","[['type', 'honor'], ['presentedTo', 'English_musician_Sting'], ['honors', 'new_songs'], ['goesTo', 'songwriter'], ['contains', 'original_songwriter(s'], ['contains', 'interpolations'], ['contains', 'publisher'], ['contains', 'samples']]"
88,http://yago-knowledge.org/resource/Grammy_Award_for_Best_Song_Written_for_Visual_Media,Grammy Award for Best Song Written for Visual Media,"The Grammy Award for Best Song Written for Visual Media (including its previous names) is the Grammy Awards awarded to songs written for films, television, video games or other visual media.","[[Written, for Visual Media (including its previous names]]","[['including', 'Visual_Media'], ['including', 'its_previous_names']]"
89,"http://yago-knowledge.org/resource/Great_Falls,_Montana","Great Falls, Montana","Great Falls is the third most populous city in the U.S. state of Montana and the county seat of Cascade County. The population was 60,442 according to the 2020 census. The city covers an area of 22.9 square miles (59 km2) and is the principal city of the Great Falls, Montana, Metropolitan Statistical Area, which encompasses all of Cascade County. The Great Falls MSA’s population stood at 84,414 in the 2020 census. A cultural, commercial and financial center in the central part of the state, Great Falls is located just east of the Rocky Mountains and is bisected by the Missouri River. It is 180 miles (290 km) from the east entrance to Glacier National Park in northern Montana, and 264 miles (425 km) from Yellowstone National Park in southern Montana and northern Wyoming. A north–south federal highway, Interstate 15, serves the city. Great Falls is named for a series of five waterfalls located on the Missouri River north and east of the city. The Lewis and Clark Expedition of 1805–1806 was forced to portage around a 10-mile (16 km) stretch of the river in order to bypass the falls; the company spent 31 days in the area, performing arduous labor to make the portage. Three of the waterfalls, known as Black Eagle, Rainbow and the Great Falls (or the Big Falls), are among the sites of five hydroelectric dams in the area, giving the city its moniker, “The Electric City”. Other nicknames for Great Falls include “The River City” and “Western Art Capital of the World”. The city is also home to two military installations: Malmstrom Air Force Base east of the city, which is the community’s largest employer; and the Montana Air National Guard to the west, adjacent to Great Falls International Airport. Great Falls is a popular tourist destination in Montana, with one million overnight visitors annually, who spend an estimated $185 million while visiting, according to the Great Falls Montana Tourism group. Among Montana cities, Great Falls boasts the greatest number of museums, with 10, including the Lewis and Clark Interpretive Center near Giant Springs and the C. M. Russell Museum and Original Log Cabin Studio on the city’s north side. Great Falls was the largest city in Montana from 1950 to 1970, when it was eclipsed by Billings in the 1970 census; Missoula assumed second place in 2000.","[[is, the county seat], [is, the third most populous city], [is, miles], [is named, for a series of five waterfalls located on the Missouri River north and east of the city], [is, a popular tourist destination], [boasts, the greatest number], [was, the largest city]]","[['type', 'county_seat'], ['type', 'third_most_populous_city'], ['10', 'miles'], ['consistsOf', 'series'], ['consistsOf', 'five_waterfalls'], ['westOf', 'Missouri_River_north'], ['cityOf', 'east'], ['eastOf', 'city'], ['type', 'popular_tourist_destination'], ['boasts', 'greatest_number'], ['type', 'largest_city']]"
90,http://yago-knowledge.org/resource/Greece_national_football_team,Greece national football team,"The Greece national football team (Greek: Εθνική Ελλάδας, Ethniki Elladas) represents Greece in men's international football matches and is controlled by the Hellenic Football Federation, the governing body for football in Greece. Greece play most of their home matches in Attica, either in Athens at the Olympic Stadium in the Marousi section of the city or in the port city of Piraeus at the Karaiskakis Stadium. Greece is one of only ten national teams to have been crowned UEFA European Champions. Greece had a small presence in international football. From the 1980s they have experienced the first taste of, but not a banquet, of football achievement. Their first appearance in a major tournaments was at UEFA Euro 1980. They never made it through the group stage. Their qualification to the then eight-teams tournaments gave them a position in the top eight European football nations that year. Greece did not qualify for another major tournament until the 1994 FIFA World Cup and after an undefeated qualifying campaign, they produced a poor performance in the finals tournaments, losing all three group matches without scoring. UEFA Euro 2004 marked the highest point in Greece's football history when they were crowned European Championship in only their second participation in the tournaments. Dismissed as rank outsiders before the tournaments, Greece defeated some of the favourites in the competition including defending European Championship France and hosts Portugal. During the tournaments, Greece defeated the hosts in both the opening game of the tournaments and again in the finals. Their triumph earned them a place in the 2005 FIFA Confederations Cup. In the decade after the 2004 victory, Greece qualified for the finals tournaments of all but one major competitions entered, reaching the quarter-finals at the UEFA Euro 2012 and the round of 16 at the 2014 FIFA World Cup. During that period, they occupied a place in the top 20 of the FIFA World Rankings for all but four months, and reached an all-time high of eighth in the world from April to June 2008, as well as in October 2011.","[['is', Greek], [play, most], [is, one], [had, a small presence], [have experienced, the first taste], [have experienced, a banquet], [made, it], [qualify, until the 1994 FIFA World Cup and], [qualify, for another major tournament], [Dismissed, as rank outsiders before the tournaments], [defeated, the hosts], [qualified, In the decade after the 2004 victory], [qualified, for the finals tournaments of all but one major competitions], [occupied, a place]]","[['had', 'small_presence'], ['haveExperienced', 'first_taste'], ['haveExperienced', 'banquet'], ['qualifyUntil', '1994_FIFA_World_Cup'], ['qualifyFor', 'another_major_tournament'], ['dismissedBefore', 'rank_outsiders'], ['dismissedBefore', 'tournaments'], ['defeated', 'hosts'], ['qualifiedAfter', 'decade'], ['qualifiedAfter', '2004_victory'], ['qualifiedOf', 'finals_tournaments'], ['qualifiedOf', 'all_but_one_major_competitions'], ['occupied', 'place']]"
91,"http://yago-knowledge.org/resource/Greenville_County,_South_Carolina","Greenville County, South Carolina","Greenville County is located in the state of South Carolina, in the United States. As of the 2020 census, the population was 525,534, making it the most populous county in the state. Its county seat is Greenville. The county is also home to the Greenville County School District, the largest school system in South Carolina. County government is headquartered at Greenville County Square. Greenville County is the most populous county in Upstate South Carolina, as well as the state. It is the central county of the Greenville-Anderson, SC metropolitan statistical area, which in turn is part of the Greenville-Spartanburg-Anderson combined statistical area.","[[is located, in the United States], [is located, in the state of South Carolina], [is, Greenville], [is, home], [is headquartered, at Greenville County Square], [is, the state], [is, the most populous county], [is, the central county]]","[['isIn', 'United_States'], ['universityOf', 'state'], ['stateOf', 'South_Carolina'], ['greenville', 'Greenville'], ['type', 'home'], ['isAt', 'Greenville_County_Square'], ['not', 'state'], ['type', 'most_populous_county'], ['type', 'central_county']]"
92,"http://yago-knowledge.org/resource/Greenwood,_Mississippi","Greenwood, Mississippi","Greenwood is a city in and the county seat of Leflore County, Mississippi, United States, located at the eastern edge of the Mississippi Delta region, approximately 96 miles north of the state capital, Jackson, and 130 miles south of the riverport of Memphis, Tennessee. It was a center of cotton planter culture in the 19th century. The population was 15,205 at the 2010 census. It is the principal city of the Greenwood Micropolitan Statistical Area. Greenwood developed at the confluence of the Tallahatchie and the Yalobusha rivers, which form the Yazoo River.","[[is, the county seat of Leflore County, Mississippi, United States, located at the eastern edge of the Mississippi Delta region, approximately 96 miles north of the state capital, Jackson, and 130 miles south], [is, a city], [was, a center], [is, the principal city], [developed, at the confluence of the Tallahatchie and the Yalobusha rivers, which form the Yazoo River]]","[['countyCapital', 'county_seat'], ['countyCapital', 'Leflore_County'], ['stateCapital', 'Mississippi'], ['stateCapital', 'United_States'], ['countyCapital', 'eastern_edge'], ['countyCapital', 'Mississippi_Delta_region'], ['countyCapital', 'state_capital'], ['stateCapital', 'Jackson'], ['type', 'city'], ['not', 'center'], ['type', 'principal_city'], ['form', 'confluence'], ['wouldForm', 'Tallahatchie'], ['form', 'Yalobusha_rivers'], ['theForm', 'which'], ['form', 'Yazoo_River']]"
93,http://yago-knowledge.org/resource/Halloween_(2007_film),Halloween (2007 film),"Halloween is a 2007 American slasher film written, directed, and produced by Rob Zombie. The film is a remake of the 1978 horror film of the same name and the ninth installment in the Halloween franchise. The film stars Tyler Mane as the adult Michael Myers, Malcolm McDowell as Dr. Sam Loomis, Scout Taylor-Compton as Laurie Strode, and Daeg Faerch as the young Michael Myers. Rob Zombie's ""reimagining"" follows the premise of John Carpenter's original, with Michael Myers stalking Laurie Strode and her friends on Halloween night. Working from Carpenter's advice to ""make [the film] his own"", Zombie chose to develop the film as both an origin story and a remake, allowing for more original content than simply re-filming the same scenes. Despite mixed reviews, the film, which cost $15 million to make, went on to gross $80.3 million worldwide in unadjusted U.S. dollars. Zombie followed the film with a sequel, Halloween II, in 2009.","[[is, a 2007 American slasher film], [is, a remake], [stars, Tyler Mane]]","[['type', '2007_American_slasher_film'], ['type', 'remake'], ['stars', 'Tyler_Mane']]"
94,http://yago-knowledge.org/resource/Hanging,Hanging,"Hanging is the suspension of a person by a noose or ligature around the neck. The Oxford English Dictionary states that hanging in this sense is ""specifically to put to death by suspension by the neck"", though it formerly also referred to crucifixion and death by impalement in which the body would remain ""hanging"". Hanging has been a common method of capital punishment since medieval times, and is the primary execution method in numerous countries and regions. The first known account of execution by hanging was in Homer's Odyssey (Book XXII). In this specialised meaning of the common word hang, the past and past participle is hanged instead of hung. Hanging is a common method of suicide in which a person applies a ligature to the neck and brings about unconsciousness and then death by suspension or partial suspension.","[[is, the suspension], [is, ligature], [been, a common method], [is, a common method]]","[['not', 'suspension'], ['type', 'ligature'], ['been', 'common_method'], ['not', 'common_method']]"
95,http://yago-knowledge.org/resource/Holy_Roman_Emperor,Holy Roman Emperor,"The Holy Roman Emperor, originally and officially the Emperor of the Romans (Latin: Imperator Romanorum, German: Kaiser der Römer) during the Middle Ages, and also known as the German-Roman Emperor since the early modern period (Latin: Imperator Germanorum, German: Römisch-deutscher Kaiser, lit. 'Roman-German emperor'), was the ruler and head of state of the Holy Roman Empire. The title was held in conjunction with the title of king of Italy (Rex Italiae) from the 8th to the 16th century, and, almost without interruption, with the title of king of Germany (Rex Teutonicorum, lit. “King of the Teutons”) throughout the 12th to 18th centuries. The Holy Roman Emperor title provided the highest prestige among medieval Roman Catholic monarchs, because the empire was considered by the Roman Catholic Church to be the only successor of the Roman Empire during the Middle Ages and the early modern period. Thus, in theory and diplomacy, the emperors were considered primus inter pares, regarded as first among equals among other Roman Catholic monarchs across Europe. From an autocracy in Carolingian times (AD 800–924) the title by the 13th century evolved into an elective monarchy, with the emperor chosen by the prince-electors.Various royal houses of Europe, at different times, became de facto hereditary holders of the title, notably the Ottonians (962–1024) and the Salians (1027–1125). Following the late medieval crisis of government, the Habsburgs kept possession of the title without interruption from 1440 to 1740. The final emperors were from the House of Habsburg-Lorraine, from 1765 to 1806. The Holy Roman Empire was dissolved by Francis II, after a devastating defeat by Napoleon at the Battle of Austerlitz. The emperor was widely perceived to rule by divine right, though he often contradicted or rivaled the pope, most notably during the Investiture controversy. The Holy Roman Empire never had an empress regnant, though women such as Theophanu and Maria Theresa exerted strong influence. Throughout its history, the position was viewed as a defender of the Roman Catholic faith. Until Maximilian I in 1508, the emperor-elect (Imperator electus) was required to be crowned by the pope before assuming the imperial title. Charles V was the last to be crowned by the pope in 1530. Even after the Reformation, the elected emperor was always a Roman Catholic. There were short periods in history when the electoral college was dominated by Protestants, and the electors usually voted in their own political interest.","[[was, the ruler], [was, head], [perceived, rule], ['is', Imperator electus], [was, a Roman Catholic]]","[['not', 'ruler'], ['type', 'head'], ['perceived', 'rule'], ['type', 'Imperator_electus'], ['type', 'Roman_Catholic']]"
96,http://yago-knowledge.org/resource/Holy_Roman_Empire,Holy Roman Empire,"The Holy Roman Empire, also known after 1512 as the Holy Roman Empire of the German Nation, was a political entity in Western, Central and Southern Europe that developed during the Early Middle Ages and continued until its dissolution in 1806 during the Napoleonic Wars. From the accession of Otto I in 962 until the twelfth century, the Empire was the most powerful monarchy in Europe. Andrew Holt characterizes it as ""perhaps the most powerful European state of the Middle Age"". The functioning of government depended on the harmonic cooperation (dubbed consensual rulership by Bernd Schneidmüller) between monarch and vassals but this harmony was disturbed during the Salian period. The empire reached the apex of territorial expansion and power under the House of Hohenstaufen in the mid-thirteenth century, but overextending led to partial collapse. On 25 December 800, Pope Leo III crowned the Frankish king Charlemagne as emperor, reviving the title in Western Europe, more than three centuries after the fall of the earlier ancient Western Roman Empire in 476. In theory and diplomacy, the emperors were considered primus inter pares, regarded as first among equals among other Catholic monarchs across Europe. The title continued in the Carolingian family until 888 and from 896 to 899, after which it was contested by the rulers of Italy in a series of civil wars until the death of the last Italian claimant, Berengar I, in 924. The title was revived again in 962 when Otto I, King of Germany, was crowned emperor by Pope John XII, fashioning himself as the successor of Charlemagne and beginning a continuous existence of the empire for over eight centuries. Some historians refer to the coronation of Charlemagne as the origin of the empire, while others prefer the coronation of Otto I as its beginning. Henry the Fowler, the founder of the medieval German state (ruled 919–936), has sometimes been considered the founder of the Empire as well. The modern view favours Otto as the true founder. Scholars generally concur in relating an evolution of the institutions and principles constituting the empire, describing a gradual assumption of the imperial title and role. The exact term ""Holy Roman Empire"" was not used until the 13th century, but the Emperor's legitimacy always rested on the concept of translatio imperii, that he held supreme power inherited from the ancient emperors of Rome. The imperial office was traditionally elective through the mostly German prince-electors. During the final phase of the reign of Emperor Frederick III (ruled 1452–1493), Imperial Reform began. The reform would largely be materialized during Maximilian I's rule (from 1486 as King of the Romans, from 1493 as sole ruler, and from 1508 as Holy Roman Emperor, until his death in 1519). The Empire transformed into the Holy Roman Empire of the German nation. It was during this time that the Empire gained most of its institutions that endured until its final demise in the nineteenth century. Thomas Brady Jr. opines that the Imperial Reform was successful, although perhaps at the expense of the reform of the Church, partly because Maximilian was not really serious about the religious matter. According to Brady Jr., the Empire, after the Imperial Reform, was a political body of remarkable longevity and stability, and ""resembled in some respects the monarchical polities of Europe's western tier, and in others the loosely integrated, elective polities of East Central Europe."" The new corporate German Nation, instead of simply obeying the emperor, negotiated with him. On 6 August 1806, Emperor Francis II dissolved the empire following the creation of the Confederation of the Rhine by Emperor of the French Napoleon I the month before.","[[was, a political entity], [was, the most powerful monarchy], [reached, the apex], [transformed, into the Holy Roman Empire of the German nation], [was, gained]]","[['not', 'political_entity'], ['type', 'most_powerful_monarchy'], ['hadReached', 'apex'], ['empireOf', 'Holy_Roman_Empire'], ['empireOf', 'German_nation']]"
97,http://yago-knowledge.org/resource/Incheon_United_FC,Incheon United FC,"Incheon United FC is a South Korean professional football club based in Incheon that competes in the K League 1, the top flight of South Korean football. Founded in 2003, the club is a so-called ""community club"", with the government of the city of Incheon being its key shareholder. The club's home stadium is the Incheon Football Stadium.","[[is, a South Korean professional football club]]","[['type', 'South_Korean_professional_football_club']]"
